publication_date,coach,name,prompt,left_option,right_option
7954,automatic,Alexandra King,sentence,I was afraid we'd fall asleep.,
7954,automatic,Alexandra King,sentence,She managed to get into the character.,
7954,automatic,Alexandra King,sentence,It's an interesting approach.,
7954,automatic,Alexandra King,difference,boring,bored
7954,automatic,Alexandra King,difference,number,amount
7954,automatic,Julia Hogan,sentence,Everyone was with their friends.,
7955,automatic,Claudine Gross,sentence,I've been trying to get down to work for two weeks.,
7955,automatic,Claudine Gross,conjugation,withdraw,
7955,automatic,Yvonne West,sentence,My husband and I are going on vacation next week.,
7955,automatic,Yvonne West,sentence,I'm having a hard time now.,
7955,automatic,Yvonne West,difference,learn,study
7955,automatic,Yvonne West,difference,while,during
7955,automatic,Yvonne West,difference,live,life
7955,automatic,Monica Queen,difference,feel good,feel well
7955,automatic,Monica Queen,sentence,I met such an amazing lady.,
7955,automatic,Monica Queen,sentence,I was there for the first time.,
7955,automatic,Monica Queen,sentence,We're the same age.,
7955,automatic,Monica Queen,sentence,I'll visit you when I'm in town.,
7955,automatic,Monica Queen,past,bring,
7955,automatic,Monica Queen,sentence,I have to buy a new one.,
7955,automatic,Monica Queen,sentence,It doesn't make sense.,
7955,automatic,Kate Roberts,sentence,I didn't want to believe it.,
7955,automatic,Kate Roberts,sentence,We'll see how it goes.,
7955,automatic,Maya Zane,past,have,
7955,automatic,Maya Zane,past,wake up,
7955,automatic,Maya Zane,past,get up,
7955,automatic,Maya Zane,past,go,
7955,automatic,Maya Zane,past,brush,
7955,automatic,Maya Zane,sentence,Who did you meet?,
7955,automatic,Maya Zane,sentence,Let's type it.,
7955,automatic,Maya Zane,sentence,Do you see it?,
7955,automatic,Maya Zane,past,pack,
7955,automatic,Maya Zane,comma after,Next,
7955,automatic,Maya Zane,past,eat,
7955,automatic,Maya Zane,comma before,but,
7955,automatic,Maya Zane,comma before,because,
7955,automatic,Martin Hale,sentence,What plans do you have for today?,
7955,automatic,Martin Hale,sentence,What car would you like to have?,
7955,automatic,Martin Hale,sentence,It didn't influence me.,
7955,automatic,Martin Hale,difference,influence sb,influence on sb
7955,automatic,Eve Miles,past,take,
7955,automatic,Eve Miles,sentence,My daughter and I had a free weekend.,
7955,automatic,Eve Miles,sentence,We went shopping.,
7955,automatic,Martin Hale,past,fly,
7955,automatic,Eve Miles,sentence,I didn't go there.,
7955,automatic,Eve Miles,difference,this,that
7955,automatic,Eve Miles,difference,these,those
7955,automatic,Eve Miles,sentence,"No, I didn't.",
7955,automatic,Martin Hale,position,always,
7955,automatic,Eve Miles,past,sit,
7955,automatic,Eve Miles,past,eat,
7955,automatic,Eve Miles,past,leave,
7955,automatic,Eve Miles,change,with,
7955,automatic,Eve Miles,change,for,
7955,automatic,Eve Miles,comma before,so,
7955,automatic,Eve Miles,past,buy,
7955,automatic,Agnes Chapman,comma before,if,
7955,automatic,Agnes Chapman,sentence,I demand that the appropriate steps be taken.,
7955,automatic,Agnes Chapman,conjugation,spread,
7955,automatic,Agnes Chapman,position,ever,
7955,automatic,Agnes Chapman,difference,anybody,nobody
7955,automatic,Martha Owen,difference,I told you you should eat,I told you you should've eaten
7955,automatic,Adam Hunt,difference,I told you you should eat,I told you you should've eaten
7955,automatic,Justina Watson,sentence,I'm all ears.,
7955,automatic,Adam Hunt,difference,surprised,surprising
7955,automatic,Justina Watson,sentence,When will it start?,
7955,automatic,Justina Watson,change,of,
7955,automatic,Justina Watson,comma before,in order to,
7955,automatic,Adam Hunt,past,split,
7955,automatic,Adam Hunt,sentence,It's our third party.,
7955,automatic,Adam Hunt,difference,the only one person,the only person
7955,automatic,Anette Gray,sentence,I can prove it.,
7955,automatic,Anette Gray,sentence,"The more I see, the less I know.",
7955,automatic,Anette Gray,sentence,"The more I work, the more I earn.",
7955,automatic,Margaret Morgan,sentence,My phone has just died.,
7955,automatic,Margaret Morgan,difference,after that,after
7955,automatic,Margaret Morgan,position,already,
7955,automatic,David Powers,past,cut,
7955,automatic,David Powers,difference,weigh,weight
7955,automatic,David Powers,position,yet,
7955,automatic,David Powers,sentence,"I wanted to buy black shoes, but eventually I bought the white ones.",
7955,automatic,David Powers,sentence,"If you passed this exam, you must've studied hard.",
7955,automatic,David Powers,sentence,I finally earned enough money to buy new shoes.,
7956,automatic,Anette Gray,sentence,I'll will decide what it will look like.,
7956,automatic,Anette Gray,sentence,What does it look like?,
7956,automatic,Anette Gray,sentence,I don't know what it looks like.,
7956,automatic,Anette Gray,sentence,You don't know how to do it rigtht.,
7956,automatic,Anette Gray,past,choose,
7956,automatic,Anette Gray,sentence,It makes you look beautiful.,
7956,automatic,Anette Gray,sentence,I knew what would happen.,
7956,automatic,Anette Gray,past,build,
7956,automatic,Greg Hardy,sentence,I can't focus when it's so loud.,
7956,automatic,Greg Hardy,sentence,I can't afford it.,
7956,automatic,Greg Hardy,sentence,I can't wait.,
7956,automatic,Greg Hardy,sentence,I can't stop listening to the song.,
7956,automatic,Greg Hardy,sentence,I agreed to that because I had no choice.,
7956,automatic,Greg Hardy,past,find,
7956,automatic,Greg Hardy,past,throw,
7956,automatic,Greg Hardy,comma before,that,
7956,automatic,Greg Hardy,position,like that,
7956,automatic,Adrianne Nelson,past,fall,
7956,automatic,Adrianne Nelson,sentence,I thought you would help me out with it.,
7956,automatic,Adrianne Nelson,sentence,I thought you would visit me tomorrow.,
7956,automatic,Jacob Brewer,sentence,I don't know what it looks like.,
7956,automatic,Jacob Brewer,past,bring,
7956,automatic,Jacob Brewer,difference,this,these
7956,automatic,Jacob Brewer,past,leave,
7956,automatic,Jacob Brewer,sentence,It made me think.,
7956,automatic,Jacob Brewer,sentence,It made me realize the problem.,
7956,automatic,Jacob Brewer,sentence,I will be able to visit you next month.,
7956,automatic,Jacob Brewer,comma before,when,
7956,automatic,Jacob Brewer,difference,pay-rise,pay-raise
7956,automatic,Greg Benson,past,shoot,
7956,automatic,Greg Benson,custom question,12,
7956,automatic,Greg Benson,past,cut,
7956,automatic,Greg Benson,past,cost,
7956,automatic,Greg Benson,difference,give sb advice,give sb an advice
7956,automatic,Greg Benson,past,put,
7956,automatic,Justina Carson,past,fight,
7956,automatic,Justina Carson,comma after,I hope,
7956,automatic,Justina Carson,comma after,I promise,
7956,automatic,Justina Carson,comma before,when,
7956,automatic,Joanna Green,sentence,He invited her to a party.,
7956,automatic,Joanna Green,sentence,"If they dropped out of the game, they would be killed.",
7956,automatic,Maddie Young,sentence,I feel better now.,
7956,automatic,Maddie Young,sentence,I listened to a podcast.,
7956,automatic,Maddie Young,sentence,Where are you?,
7956,automatic,Maddie Young,sentence,parent's,
7956,automatic,Maddie Young,sentence,See you soon!,
7956,automatic,Maddie Young,difference,learn,
7956,automatic,Chris Ray,custom question,12,
7956,automatic,Przemyslaw Curry,difference,stressful,stressed
7956,automatic,Przemyslaw Curry,sentence,I will be responsible for the reports.,
7956,automatic,Michael Stewart,position,often,
7956,automatic,Michael Stewart,sentence,Does it often happen?,
7956,automatic,Michael Stewart,conjugation,get,
7956,automatic,Michael Stewart,conjugation,drink,
7956,automatic,Agatha Olson,sentence,Does it make a difference?,
7956,automatic,Agatha Olson,difference,with,within
7956,automatic,Matt Carpenter,sentence,I was afraid I would have a problem.,
7956,automatic,Matt Carpenter,sentence,What do you call it in English?,
7956,automatic,Matt Carpenter,sentence,I don't know what you call it in English.,
7956,automatic,Matt Carpenter,difference,say,tell
7956,automatic,Agatha Olson,sentence,Everyone in kind there.,
7956,automatic,Matt Carpenter,custom question,12,
7956,automatic,Matt Carpenter,past,rent,
7956,automatic,Matt Carpenter,sentence,I'm not leaving tomorrow because I changed my mind.,
7956,automatic,Matt Carpenter,sentence,I'm not going to work tomorrow because I'm sick.,
7956,automatic,Matt Carpenter,position,today,
7956,automatic,Matt Carpenter,comma after,Promise me,
7956,automatic,Matt Carpenter,comma after,I thought,
7956,automatic,Matt Carpenter,position,already,
7956,automatic,Matt Carpenter,sentence,I was about to leave.,
7956,automatic,Matt Carpenter,difference,leave,go out
7956,automatic,Matt Carpenter,sentence,I found out a while ago that one of my friends had lost his job.,
7956,automatic,Anna Patton,sentence,I can't listen to you.,
7956,automatic,Anna Patton,sentence,I try to avoid such situations.,
7956,automatic,Anna Patton,difference,this,that
7956,automatic,Anna Patton,difference,within an hour,in an hour
7956,automatic,Anna Patton,difference,bored,boring
7956,automatic,Anna Patton,difference,influence sb,influence on sb
7956,automatic,Anna Patton,sentence,I could've drunk less yesterday because I have a hangover today.,
7956,automatic,Anna Patton,difference,shure,sure
7957,automatic,Joanna Green,sentence,I’ve worked here for 5 years.,
7957,automatic,Joanna Green,sentence,I’ve worked here since 2016.,
7957,automatic,Joanna Green,conjugation,get,
7957,automatic,Jack Fuller,difference,them,their
7957,automatic,Jack Fuller,sentence,It doesn't have to be hard.,
7957,automatic,Jack Fuller,sentence,I don't like talking about it.,
7957,automatic,Jack Fuller,difference,good,well
7957,automatic,Jack Fuller,sentence,How do you spell it?,
7957,automatic,Jack Fuller,comma before,when,
7957,automatic,Jack Fuller,sentence,You made me tired.,
7957,automatic,Maddie Ivy,sentence,I get up at half past five am.,
7957,automatic,Maddie Ivy,sentence,We'd like everything to finish correctly.,
7957,automatic,Maddie Ivy,sentence,I don't know what it means.,
7957,automatic,Maddie Ivy,past,find,
7957,automatic,Maddie Ivy,past,throw,
7957,automatic,Maddie Ivy,comma before,so,
7961,automatic,Alexandra King,difference,amount,number
7961,automatic,Alexandra King,sentence,I’ve worked here since 2016.,
7961,automatic,Alexandra King,sentence,I’ve worked here for 5 years.,
7961,automatic,Alexandra King,difference,for,since
7961,automatic,Julia Hogan,sentence,You look nice today.,
7962,automatic,Agnes Chapman,difference,Nobody isn't perfect,Nobody is perfect
7962,automatic,Agnes Chapman,custom question,12,
7962,automatic,Agnes Chapman,position,also,
7962,automatic,Agnes Chapman,sentence,It's easier for me to speak English than Polish.,
7962,automatic,George West,sentence,I will eat lunch now.,
7962,automatic,George West,sentence,I would eat lunch now.,
7962,automatic,George West,difference,say,tell
7962,automatic,George West,past,prove,
7962,automatic,Gabriel Griffin,sentence,My sister has been living in Denmark for five years.,
7962,automatic,Gabriel Griffin,past,wait,
7962,automatic,Gabriel Griffin,pronunciation,/ɚ/,
7962,automatic,Gabriel Griffin,conjugation,be,
7962,automatic,Monica Queen,sentence,I haven't had access to the Internet for two weeks.,
7962,automatic,Monica Queen,custom question,12,
7962,automatic,Kate Roberts,difference,learn,teach
7962,automatic,Kate Roberts,difference,lend,borrow
7962,automatic,Kate Roberts,sentence,We are what we eat.,
7962,automatic,Maya Zane,sentence,I have a lot of work.,
7962,automatic,Maya Zane,sentence,I have a few lessons this week.,
7962,automatic,Maya Zane,comma after,After that,
7962,automatic,Maya Zane,sentence,I have a green car.,
7962,automatic,Maya Zane,comma after,Next,
7962,automatic,Maya Zane,comma after,Then,
7962,automatic,Maya Zane,past,walk,
7962,automatic,Maya Zane,sentence,My best friend walked me home.,
7962,automatic,Maya Zane,past,hang,
7962,automatic,Maya Zane,past,take,
7962,automatic,Maya Zane,sentence,Did you watch anything?,
7962,automatic,Adam Dollar,sentence,I'm a team leader.,
7962,automatic,Adam Dollar,sentence,What applications have you created?,
7962,automatic,Adam Dollar,sentence,We have a lot of competitors.,
7962,automatic,Adam Dollar,difference,have,has
7962,automatic,Adam Dollar,sentence,Our apps are internal.,
7962,automatic,Adam Dollar,difference,number,amount
7962,automatic,Adam Dollar,difference,stressful,stressed
7962,automatic,Adam Dollar,sentence,It's not based on English.,
7962,automatic,Margaret Ford,difference,practice,practise
7962,automatic,Margaret Ford,position,now,
7962,automatic,Margaret Ford,past,spit,
7962,automatic,Margaret Ford,difference,tell,say
7962,automatic,Margaret Ford,sentence,Take a break when you're tired.,
7962,automatic,Eve Miles,sentence,She thinks she has a bad day.,
7962,automatic,Eve Miles,sentence,I think (that) I like you.,
7962,automatic,Eve Miles,sentence,Do you think it was fair?,
7962,automatic,Claudine Gross,difference,pay-rise,pay-raise
7962,automatic,Claudine Gross,difference,to may,may
7962,automatic,Eve Miles,sentence,She likes to cook.,
7962,automatic,Eve Miles,change,before,
7962,automatic,Eve Miles,position,after,
7962,automatic,Claudine Gross,conjugation,forget,
7962,automatic,Claudine Gross,difference,in order to,to
7962,automatic,Claudine Gross,difference,a running,running
7962,automatic,Claudine Gross,difference,raw,row
7962,automatic,Kate Long,difference,another,other
7962,automatic,Kate Long,sentence,They found a man who had been the owner of the car.,
7962,automatic,Kate Long,difference,guilty,guilt
7962,automatic,Margaret Morgan,difference,correct,correctly
7962,automatic,Susanne Edwards,past,catch,
7962,automatic,Margaret Morgan,sentence,You are criticizing everything I do.,
7962,automatic,Margaret Morgan,sentence,I taught you everything you know.,
7962,automatic,Margaret Morgan,sentence,You want to control everything I do.,
7962,automatic,Margaret Morgan,comma before,but,
7962,automatic,Margaret Morgan,difference,colleague,friend
7962,automatic,Susanne Edwards,difference,who,which
7962,automatic,Susanne Edwards,past,bring,
7962,automatic,Matt Carpenter,difference,I haven't,I didn't have
7962,automatic,Julia Hogan,past,take,
7962,automatic,Julia Hogan,sentence,I have a picture of it.,
7962,automatic,Julia Hogan,sentence,I went to my sister's room.,
7962,automatic,Julia Hogan,comma after,After that,
